               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,             0.10135,             0.13575,                   0,              0.8834,             0.73095,             0.82536,             0.33696,            0.088529,             0.14296,                   0,           0.0086932,           0.0086932,           0.0086932
                  35,            0.099996,              0.1284,                   0,             0.89061,             0.78544,             0.86382,             0.36558,            0.083983,             0.14239,                   0,           0.0086536,           0.0086536,           0.0086536
                  36,            0.098638,             0.12725,                   0,             0.80958,             0.71007,             0.77132,             0.23016,            0.092336,             0.13978,                   0,            0.008614,            0.008614,            0.008614
                  37,            0.099515,             0.13402,                   0,             0.90625,             0.79876,             0.87509,             0.39987,            0.082291,             0.13984,                   0,           0.0085744,           0.0085744,           0.0085744
                  38,            0.099722,             0.13426,                   0,             0.81315,             0.70427,             0.76637,             0.24649,            0.092544,             0.14253,                   0,           0.0085348,           0.0085348,           0.0085348
                  39,            0.098361,             0.12889,                   0,             0.90846,             0.79979,             0.87826,             0.39339,            0.082018,             0.13952,                   0,           0.0084952,           0.0084952,           0.0084952
                  40,            0.096784,             0.12994,                   0,             0.81614,             0.69502,             0.77362,             0.26283,            0.089167,             0.14157,                   0,           0.0084556,           0.0084556,           0.0084556
                  41,            0.097997,             0.13064,                   0,             0.90258,             0.71577,             0.85259,             0.35929,            0.083862,              0.1385,                   0,            0.008416,            0.008416,            0.008416
                  42,            0.097785,             0.12953,                   0,             0.83523,             0.76971,             0.81194,             0.28568,            0.088592,             0.13924,                   0,           0.0083764,           0.0083764,           0.0083764
                  43,            0.098112,             0.12945,                   0,             0.79307,             0.70769,             0.73662,             0.22614,            0.089602,             0.14182,                   0,           0.0083368,           0.0083368,           0.0083368
                  44,            0.096686,             0.12914,                   0,             0.87317,             0.73651,             0.83783,             0.33308,            0.083885,             0.13936,                   0,           0.0082972,           0.0082972,           0.0082972
                  45,            0.093443,             0.12389,                   0,             0.89618,             0.77593,             0.86197,             0.34616,            0.083537,             0.14113,                   0,           0.0082576,           0.0082576,           0.0082576
                  46,            0.096259,             0.12849,                   0,             0.88295,             0.79046,             0.86539,             0.36855,             0.08165,             0.13878,                   0,            0.008218,            0.008218,            0.008218
                  47,             0.09813,              0.1322,                   0,              0.8685,             0.80159,             0.86136,             0.38366,             0.08148,             0.13643,                   0,           0.0081784,           0.0081784,           0.0081784
                  48,            0.096888,             0.13104,                   0,             0.86139,             0.77075,             0.83474,             0.31401,            0.085625,                0.14,                   0,           0.0081388,           0.0081388,           0.0081388
                  49,            0.097752,             0.13357,                   0,             0.87701,             0.77593,             0.86409,             0.38069,            0.081583,             0.14402,                   0,           0.0080992,           0.0080992,           0.0080992
                  50,            0.094948,             0.13301,                   0,             0.89436,             0.79037,             0.86443,             0.37116,            0.081804,             0.13795,                   0,           0.0080596,           0.0080596,           0.0080596
                  51,             0.09682,             0.13391,                   0,             0.89775,             0.80083,              0.8887,             0.42559,            0.080356,              0.1383,                   0,             0.00802,             0.00802,             0.00802
                  52,            0.096673,             0.14014,                   0,              0.8541,              0.7712,             0.83741,             0.31216,            0.085654,             0.13898,                   0,           0.0079804,           0.0079804,           0.0079804
                  53,            0.095984,             0.13387,                   0,             0.81079,             0.76867,             0.85537,             0.38241,            0.082076,             0.13621,                   0,           0.0079408,           0.0079408,           0.0079408
                  54,             0.09303,             0.12959,                   0,             0.88109,             0.80707,             0.87463,             0.34259,            0.083216,             0.13788,                   0,           0.0079012,           0.0079012,           0.0079012
                  55,             0.09522,             0.12731,                   0,             0.88619,              0.8112,             0.88711,             0.39884,            0.079927,              0.1396,                   0,           0.0078616,           0.0078616,           0.0078616
                  56,            0.094347,             0.12587,                   0,             0.89032,             0.81017,             0.86446,             0.35131,            0.080751,             0.13819,                   0,            0.007822,            0.007822,            0.007822
                  57,            0.094423,             0.13413,                   0,             0.86241,             0.81277,             0.86932,             0.32397,             0.08505,             0.13766,                   0,           0.0077824,           0.0077824,           0.0077824
                  58,            0.092706,             0.13159,                   0,             0.85187,             0.72614,             0.81364,             0.30749,            0.088331,              0.1385,                   0,           0.0077428,           0.0077428,           0.0077428
                  59,            0.095026,             0.13492,                   0,             0.89653,             0.82054,             0.88855,             0.38401,            0.080255,             0.13804,                   0,           0.0077032,           0.0077032,           0.0077032
                  60,            0.093846,             0.12506,                   0,             0.88166,             0.80372,             0.85367,             0.33298,            0.084881,              0.1389,                   0,           0.0076636,           0.0076636,           0.0076636
                  61,            0.096922,             0.13698,                   0,             0.91222,             0.82573,             0.88592,              0.3901,            0.079817,             0.13624,                   0,            0.007624,            0.007624,            0.007624
                  62,            0.095184,             0.13497,                   0,             0.85514,              0.7749,             0.84586,             0.31186,            0.087893,             0.14013,                   0,           0.0075844,           0.0075844,           0.0075844
                  63,            0.094648,             0.12869,                   0,             0.87215,             0.81381,             0.87629,             0.40408,            0.079765,             0.13967,                   0,           0.0075448,           0.0075448,           0.0075448
                  64,            0.096206,             0.13955,                   0,             0.88723,             0.79169,             0.87406,             0.36554,            0.081297,             0.14512,                   0,           0.0075052,           0.0075052,           0.0075052
                  65,            0.093224,             0.12664,                   0,             0.92093,             0.80913,             0.89693,             0.39886,             0.07902,             0.13735,                   0,           0.0074656,           0.0074656,           0.0074656
                  66,            0.092171,             0.13044,                   0,             0.89415,              0.7799,             0.85718,             0.31424,             0.08455,             0.14143,                   0,            0.007426,            0.007426,            0.007426
                  67,            0.094006,              0.1356,                   0,             0.89818,             0.81442,             0.88907,             0.37497,            0.079988,             0.13919,                   0,           0.0073864,           0.0073864,           0.0073864
                  68,            0.093312,             0.12713,                   0,             0.90002,             0.79461,             0.87893,             0.35813,            0.082098,             0.14055,                   0,           0.0073468,           0.0073468,           0.0073468
                  69,            0.093426,             0.13311,                   0,             0.88505,             0.78274,              0.8599,             0.34459,            0.080987,              0.1462,                   0,           0.0073072,           0.0073072,           0.0073072
                  70,            0.092898,             0.12869,                   0,             0.92599,             0.84336,             0.91304,             0.45117,            0.077348,             0.13581,                   0,           0.0072676,           0.0072676,           0.0072676
                  71,            0.091822,             0.13097,                   0,             0.92322,              0.8357,             0.90779,             0.40628,            0.078637,             0.13466,                   0,            0.007228,            0.007228,            0.007228
                  72,            0.094103,              0.1287,                   0,             0.90998,             0.83195,             0.88995,             0.36794,            0.082781,             0.13612,                   0,           0.0071884,           0.0071884,           0.0071884
                  73,            0.093981,             0.13252,                   0,             0.90371,             0.84959,             0.90133,             0.40213,            0.078716,             0.13557,                   0,           0.0071488,           0.0071488,           0.0071488
                  74,            0.091836,             0.12295,                   0,             0.89028,             0.81328,              0.8692,             0.32915,            0.083992,             0.13853,                   0,           0.0071092,           0.0071092,           0.0071092
                  75,            0.094408,             0.13162,                   0,             0.91241,             0.85373,             0.90489,             0.43778,            0.077393,             0.13418,                   0,           0.0070696,           0.0070696,           0.0070696
                  76,            0.093613,             0.13231,                   0,             0.90806,             0.80937,             0.88165,             0.38135,            0.081344,             0.13865,                   0,             0.00703,             0.00703,             0.00703
                  77,            0.092171,             0.12756,                   0,              0.9108,             0.85892,             0.91007,             0.39939,             0.07825,             0.13501,                   0,           0.0069904,           0.0069904,           0.0069904
                  78,            0.093251,             0.13239,                   0,             0.91664,             0.83269,             0.90568,             0.41028,            0.078671,             0.13629,                   0,           0.0069508,           0.0069508,           0.0069508
                  79,             0.09289,             0.12616,                   0,             0.91059,             0.83466,             0.90823,             0.42734,            0.077634,             0.13767,                   0,           0.0069112,           0.0069112,           0.0069112
                  80,            0.091666,             0.13017,                   0,             0.91277,             0.82261,             0.89421,             0.37843,            0.079517,             0.13618,                   0,           0.0068716,           0.0068716,           0.0068716
                  81,            0.089396,             0.12471,                   0,             0.88876,             0.80913,             0.87386,             0.37662,            0.079513,             0.14063,                   0,            0.006832,            0.006832,            0.006832
                  82,            0.092728,             0.13141,                   0,             0.88756,             0.80245,             0.87452,             0.35188,            0.082337,             0.14314,                   0,           0.0067924,           0.0067924,           0.0067924
                  83,            0.091462,             0.13166,                   0,              0.9024,             0.82573,             0.89801,             0.36816,            0.079817,             0.13817,                   0,           0.0067528,           0.0067528,           0.0067528
                  84,            0.089671,             0.12701,                   0,             0.92143,             0.80289,             0.88645,             0.40657,            0.078236,             0.13737,                   0,           0.0067132,           0.0067132,           0.0067132
                  85,            0.092844,             0.12868,                   0,             0.91148,             0.84855,             0.90551,             0.41516,            0.079002,             0.13618,                   0,           0.0066736,           0.0066736,           0.0066736
                  86,            0.093131,             0.13335,                   0,             0.91156,             0.84472,              0.9033,              0.4066,            0.077813,             0.13609,                   0,            0.006634,            0.006634,            0.006634
                  87,             0.09051,             0.12883,                   0,             0.89913,             0.82297,              0.8768,             0.33716,            0.083269,             0.13697,                   0,           0.0065944,           0.0065944,           0.0065944
                  88,            0.093174,             0.13403,                   0,             0.90937,             0.84647,             0.90136,             0.39872,            0.078508,             0.13571,                   0,           0.0065548,           0.0065548,           0.0065548
                  89,            0.090227,             0.12773,                   0,             0.88491,             0.80556,             0.88011,             0.35741,            0.083529,             0.13817,                   0,           0.0065152,           0.0065152,           0.0065152
                  90,            0.090463,             0.12815,                   0,             0.92323,             0.82339,             0.89049,             0.35405,            0.079726,             0.13785,                   0,           0.0064756,           0.0064756,           0.0064756
                  91,            0.090905,             0.12944,                   0,              0.9231,             0.82676,             0.89539,             0.41255,            0.078599,             0.13689,                   0,            0.006436,            0.006436,            0.006436
                  92,             0.08852,             0.12401,                   0,             0.91876,             0.82884,             0.89296,             0.36283,            0.079642,             0.13777,                   0,           0.0063964,           0.0063964,           0.0063964
                  93,            0.089343,             0.12859,                   0,             0.89575,             0.82896,             0.89282,             0.37867,            0.080381,              0.1396,                   0,           0.0063568,           0.0063568,           0.0063568
                  94,            0.089034,             0.12486,                   0,             0.89648,             0.85166,             0.90725,             0.41075,            0.077488,             0.13489,                   0,           0.0063172,           0.0063172,           0.0063172
                  95,            0.090312,             0.12511,                   0,             0.92182,             0.82365,             0.90467,             0.37656,            0.081913,               0.139,                   0,           0.0062776,           0.0062776,           0.0062776
                  96,            0.092131,             0.13245,                   0,             0.90609,             0.86071,             0.91424,             0.43463,             0.07646,             0.13642,                   0,            0.006238,            0.006238,            0.006238
                  97,            0.091093,             0.13508,                   0,             0.91805,             0.83674,             0.90084,             0.40506,            0.079352,             0.14106,                   0,           0.0061984,           0.0061984,           0.0061984
                  98,            0.090561,             0.13091,                   0,             0.91727,             0.83956,              0.9046,             0.42806,            0.076696,             0.13654,                   0,           0.0061588,           0.0061588,           0.0061588
                  99,            0.090898,             0.13158,                   0,             0.91963,             0.85466,             0.91368,             0.42342,            0.077239,             0.13815,                   0,           0.0061192,           0.0061192,           0.0061192
                 100,            0.088843,             0.12303,                   0,             0.91353,             0.82884,             0.89544,             0.36395,            0.079902,             0.14119,                   0,           0.0060796,           0.0060796,           0.0060796
                 101,            0.089269,             0.12572,                   0,             0.92526,             0.83921,             0.90456,             0.40349,            0.078102,             0.13581,                   0,             0.00604,             0.00604,             0.00604
                 102,            0.090659,             0.12975,                   0,             0.92939,             0.86018,             0.91231,             0.41416,            0.077236,             0.13595,                   0,           0.0060004,           0.0060004,           0.0060004
                 103,            0.091939,             0.13207,                   0,             0.90883,             0.86411,             0.91636,             0.45777,            0.075562,              0.1323,                   0,           0.0059608,           0.0059608,           0.0059608
                 104,            0.088973,             0.12589,                   0,             0.91287,             0.84777,             0.90753,             0.42032,            0.078294,             0.13486,                   0,           0.0059212,           0.0059212,           0.0059212
                 105,            0.089796,             0.13331,                   0,             0.90422,             0.86515,             0.91309,             0.41546,            0.077486,             0.13522,                   0,           0.0058816,           0.0058816,           0.0058816
                 106,            0.089263,             0.12194,                   0,             0.89341,              0.8361,             0.89006,             0.36354,            0.080359,             0.13959,                   0,            0.005842,            0.005842,            0.005842
                 107,            0.088216,             0.12373,                   0,             0.91203,             0.82806,             0.89975,             0.41015,            0.077726,             0.14194,                   0,           0.0058024,           0.0058024,           0.0058024
                 108,            0.088155,             0.12155,                   0,             0.91406,             0.84647,             0.90529,             0.39018,            0.079174,             0.13781,                   0,           0.0057628,           0.0057628,           0.0057628
                 109,            0.088274,             0.12244,                   0,             0.92151,             0.86465,             0.92039,             0.41598,            0.077584,             0.13702,                   0,           0.0057232,           0.0057232,           0.0057232
                 110,            0.089558,             0.13439,                   0,             0.90139,             0.79979,             0.89087,             0.39572,            0.079654,             0.14337,                   0,           0.0056836,           0.0056836,           0.0056836
                 111,            0.089295,             0.12324,                   0,             0.91947,              0.8361,             0.90735,             0.40646,            0.077416,             0.13899,                   0,            0.005644,            0.005644,            0.005644
                 112,            0.089642,             0.12707,                   0,             0.90829,             0.84751,             0.91374,             0.42315,            0.078514,             0.13686,                   0,           0.0056044,           0.0056044,           0.0056044
                 113,            0.088518,             0.12664,                   0,             0.90766,             0.84635,             0.90212,             0.41543,            0.077887,             0.13612,                   0,           0.0055648,           0.0055648,           0.0055648
                 114,            0.087874,             0.12394,                   0,              0.9048,             0.81743,              0.8978,             0.39038,            0.078393,             0.13919,                   0,           0.0055252,           0.0055252,           0.0055252
                 115,            0.091479,             0.13656,                   0,             0.92285,             0.84544,             0.91011,             0.39468,            0.077546,             0.13522,                   0,           0.0054856,           0.0054856,           0.0054856
                 116,            0.088092,              0.1235,                   0,             0.92122,              0.8361,             0.90675,             0.37422,            0.079303,             0.13708,                   0,            0.005446,            0.005446,            0.005446
                 117,            0.088877,             0.13008,                   0,             0.92847,             0.82158,             0.89778,             0.40742,             0.07756,             0.14036,                   0,           0.0054064,           0.0054064,           0.0054064
                 118,            0.088603,               0.126,                   0,             0.90617,              0.8444,             0.90393,             0.42323,            0.077397,              0.1369,                   0,           0.0053668,           0.0053668,           0.0053668
                 119,             0.09048,             0.13566,                   0,             0.92701,             0.85373,             0.91252,             0.41469,            0.077766,              0.1369,                   0,           0.0053272,           0.0053272,           0.0053272
                 120,             0.09032,             0.12938,                   0,             0.93551,             0.85773,             0.92411,             0.44689,            0.075875,              0.1347,                   0,           0.0052876,           0.0052876,           0.0052876
                 121,            0.088889,             0.12838,                   0,             0.91746,             0.86307,             0.91972,              0.4395,             0.07599,             0.13521,                   0,            0.005248,            0.005248,            0.005248
                 122,            0.090309,              0.1303,                   0,             0.92236,             0.83299,             0.90417,             0.42819,            0.076503,             0.13625,                   0,           0.0052084,           0.0052084,           0.0052084
                 123,            0.087816,             0.12149,                   0,             0.92751,             0.84943,             0.91671,             0.41851,            0.077086,             0.13738,                   0,           0.0051688,           0.0051688,           0.0051688
                 124,            0.088922,             0.13339,                   0,             0.92435,             0.85892,              0.9126,             0.42267,            0.076707,             0.13626,                   0,           0.0051292,           0.0051292,           0.0051292
                 125,            0.088958,             0.13009,                   0,             0.92017,             0.84647,             0.90689,             0.37917,            0.079644,             0.13789,                   0,           0.0050896,           0.0050896,           0.0050896
                 126,            0.089075,             0.12521,                   0,             0.91366,             0.86722,              0.9112,             0.41882,            0.076466,             0.13433,                   0,             0.00505,             0.00505,             0.00505
                 127,            0.089779,             0.13032,                   0,             0.91813,             0.85996,             0.91235,             0.39876,            0.078341,             0.13559,                   0,           0.0050104,           0.0050104,           0.0050104
                 128,            0.088238,             0.12431,                   0,             0.93294,             0.85166,             0.91348,             0.43627,            0.075777,             0.13532,                   0,           0.0049708,           0.0049708,           0.0049708
                 129,             0.09098,             0.13227,                   0,             0.92359,             0.82756,             0.89764,              0.3886,            0.078718,             0.14159,                   0,           0.0049312,           0.0049312,           0.0049312
                 130,            0.089408,              0.1283,                   0,             0.92828,             0.84025,             0.91697,             0.41108,             0.07766,             0.13733,                   0,           0.0048916,           0.0048916,           0.0048916
                 131,            0.088158,             0.12597,                   0,             0.91609,             0.84025,             0.90812,             0.40824,            0.076846,             0.13919,                   0,            0.004852,            0.004852,            0.004852
                 132,            0.089923,              0.1334,                   0,             0.92827,             0.83921,             0.91237,             0.41725,            0.077602,             0.13846,                   0,           0.0048124,           0.0048124,           0.0048124
                 133,            0.086674,              0.1236,                   0,             0.91627,             0.85142,             0.90556,             0.44214,            0.075868,             0.13658,                   0,           0.0047728,           0.0047728,           0.0047728
                 134,            0.088824,               0.129,                   0,              0.9207,             0.83103,             0.90383,             0.39114,            0.078886,             0.13871,                   0,           0.0047332,           0.0047332,           0.0047332
                 135,            0.087493,             0.12801,                   0,             0.92501,             0.86618,             0.92083,             0.43579,            0.075802,             0.13303,                   0,           0.0046936,           0.0046936,           0.0046936
                 136,            0.089096,              0.1303,                   0,              0.9173,             0.85142,             0.90803,              0.4035,            0.077548,             0.13774,                   0,            0.004654,            0.004654,            0.004654
                 137,            0.087695,             0.12577,                   0,             0.93403,             0.85166,             0.91322,             0.42824,            0.076147,             0.13531,                   0,           0.0046144,           0.0046144,           0.0046144
                 138,            0.090216,             0.12899,                   0,             0.91817,             0.84974,             0.90874,             0.43453,            0.076146,             0.13669,                   0,           0.0045748,           0.0045748,           0.0045748
                 139,            0.085369,             0.12029,                   0,             0.91445,             0.84647,             0.90587,             0.40092,            0.077951,             0.13807,                   0,           0.0045352,           0.0045352,           0.0045352
                 140,            0.089119,             0.13076,                   0,             0.92092,             0.84232,             0.90898,             0.38888,            0.077426,             0.13816,                   0,           0.0044956,           0.0044956,           0.0044956
                 141,            0.086728,             0.12473,                   0,             0.90931,             0.84647,             0.90089,             0.38738,            0.078276,             0.13731,                   0,            0.004456,            0.004456,            0.004456
                 142,            0.086765,             0.12456,                   0,             0.93146,             0.84544,             0.91112,             0.42623,            0.076018,             0.13522,                   0,           0.0044164,           0.0044164,           0.0044164
                 143,            0.088787,             0.12259,                   0,             0.91438,               0.842,             0.90812,             0.39057,            0.078071,             0.13867,                   0,           0.0043768,           0.0043768,           0.0043768
                 144,            0.088363,             0.12758,                   0,             0.90826,              0.8361,              0.8927,             0.38729,            0.078476,             0.13826,                   0,           0.0043372,           0.0043372,           0.0043372
                 145,            0.088734,              0.1322,                   0,              0.9079,             0.85996,             0.90955,             0.40336,            0.077993,             0.13716,                   0,           0.0042976,           0.0042976,           0.0042976
                 146,            0.088381,             0.12821,                   0,              0.9138,             0.83817,              0.9035,             0.41545,            0.076856,             0.13807,                   0,            0.004258,            0.004258,            0.004258
                 147,            0.088883,             0.12752,                   0,             0.90998,             0.85983,             0.91051,             0.43571,            0.075982,             0.13599,                   0,           0.0042184,           0.0042184,           0.0042184
                 148,            0.087215,             0.12637,                   0,             0.94075,             0.84336,             0.90935,             0.43571,            0.076084,             0.13588,                   0,           0.0041788,           0.0041788,           0.0041788
                 149,            0.087947,             0.13446,                   0,              0.9261,             0.85803,             0.91899,             0.43849,            0.075186,             0.13372,                   0,           0.0041392,           0.0041392,           0.0041392
                 150,            0.087063,             0.12212,                   0,             0.92317,             0.85477,             0.91149,             0.42261,            0.075946,             0.13618,                   0,           0.0040996,           0.0040996,           0.0040996
                 151,            0.088143,             0.12772,                   0,             0.91176,             0.84959,             0.91358,             0.42192,            0.077176,             0.13772,                   0,             0.00406,             0.00406,             0.00406
                 152,            0.088351,             0.12906,                   0,             0.92474,             0.84544,              0.9109,             0.41822,             0.07654,             0.13554,                   0,           0.0040204,           0.0040204,           0.0040204
                 153,            0.088391,             0.12534,                   0,             0.93433,             0.83195,             0.90461,             0.41362,            0.077108,             0.13879,                   0,           0.0039808,           0.0039808,           0.0039808
                 154,            0.086541,             0.12366,                   0,             0.94182,             0.83956,             0.91438,             0.44068,            0.075449,              0.1371,                   0,           0.0039412,           0.0039412,           0.0039412
                 155,             0.08596,             0.12401,                   0,             0.92303,             0.86203,             0.91517,             0.45357,             0.07526,             0.13605,                   0,           0.0039016,           0.0039016,           0.0039016
                 156,            0.088293,             0.12969,                   0,             0.93216,               0.841,              0.9089,             0.39091,            0.077747,             0.13838,                   0,            0.003862,            0.003862,            0.003862
                 157,            0.086726,             0.12388,                   0,             0.93697,              0.8361,             0.91447,              0.4049,            0.077263,             0.13897,                   0,           0.0038224,           0.0038224,           0.0038224
                 158,            0.085204,             0.12309,                   0,              0.9153,             0.85194,             0.90405,             0.38398,            0.077574,              0.1378,                   0,           0.0037828,           0.0037828,           0.0037828
                 159,            0.088764,             0.12725,                   0,             0.93682,             0.84605,             0.91081,             0.42911,            0.076229,              0.1365,                   0,           0.0037432,           0.0037432,           0.0037432
                 160,            0.089262,             0.13216,                   0,             0.93411,             0.83921,             0.90992,             0.41673,            0.077208,              0.1378,                   0,           0.0037036,           0.0037036,           0.0037036
                 161,            0.085979,              0.1208,                   0,             0.93308,             0.83506,             0.90652,             0.39193,            0.077714,             0.14056,                   0,            0.003664,            0.003664,            0.003664
                 162,             0.08625,             0.12711,                   0,             0.91728,             0.85062,             0.90863,             0.41542,            0.076188,             0.13644,                   0,           0.0036244,           0.0036244,           0.0036244
                 163,            0.086397,             0.12675,                   0,             0.93524,             0.85166,             0.90688,             0.41387,            0.076266,             0.13728,                   0,           0.0035848,           0.0035848,           0.0035848
                 164,            0.088158,             0.12795,                   0,             0.93306,             0.85685,             0.90899,             0.40169,            0.077702,             0.13873,                   0,           0.0035452,           0.0035452,           0.0035452
                 165,            0.087339,             0.12473,                   0,             0.93471,             0.84654,              0.9091,             0.43073,            0.075838,             0.13929,                   0,           0.0035056,           0.0035056,           0.0035056
                 166,            0.087391,             0.12643,                   0,             0.93227,             0.85996,             0.91169,             0.42977,            0.075932,              0.1376,                   0,            0.003466,            0.003466,            0.003466
                 167,            0.087209,             0.12598,                   0,             0.94175,             0.84647,             0.91141,             0.43763,            0.075425,             0.13795,                   0,           0.0034264,           0.0034264,           0.0034264
                 168,            0.088218,             0.12954,                   0,             0.92705,               0.861,             0.91386,             0.43077,             0.07583,             0.13755,                   0,           0.0033868,           0.0033868,           0.0033868
                 169,            0.087045,              0.1226,                   0,             0.92992,             0.86722,             0.91548,             0.43095,            0.075509,             0.13786,                   0,           0.0033472,           0.0033472,           0.0033472
                 170,            0.086166,             0.12543,                   0,             0.92579,             0.86826,             0.92092,             0.45306,            0.074742,             0.13647,                   0,           0.0033076,           0.0033076,           0.0033076
