               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.087468,             0.12639,                   0,             0.91367,             0.84532,             0.90851,             0.42025,            0.076718,             0.13697,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.088243,             0.12995,                   0,             0.92484,             0.84025,             0.90873,             0.42317,            0.076522,             0.13601,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.087279,             0.12302,                   0,             0.92745,              0.8444,             0.91266,             0.43347,            0.075905,             0.13443,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.086379,             0.12597,                   0,             0.93073,             0.85685,             0.92154,              0.4358,            0.075757,             0.13454,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,             0.08881,             0.13032,                   0,             0.92877,             0.82504,             0.90649,             0.42674,            0.076532,              0.1374,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.086432,             0.12356,                   0,             0.92873,             0.82462,             0.90287,             0.42223,            0.076632,             0.14007,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.088158,             0.12668,                   0,              0.9186,             0.82365,             0.90444,             0.42157,            0.076711,             0.13919,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.089188,              0.1294,                   0,             0.91953,             0.84647,             0.90491,             0.41067,            0.076985,              0.1378,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.088371,               0.134,                   0,             0.92547,              0.8444,             0.91556,             0.42398,            0.076342,              0.1351,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.086687,             0.12555,                   0,             0.91736,             0.84544,             0.91016,             0.41423,            0.076833,             0.13683,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.085488,              0.1206,                   0,             0.92342,              0.8444,             0.90706,             0.41087,            0.077271,             0.13778,                   0,            0.001288,            0.001288,            0.001288
                 178,             0.08602,             0.12423,                   0,             0.92177,             0.84751,             0.90978,             0.42391,            0.076696,             0.13683,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.085764,             0.12644,                   0,             0.91063,             0.84647,             0.91037,             0.42579,            0.076371,             0.13688,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.087117,             0.12555,                   0,             0.91106,             0.85011,             0.90824,             0.42456,            0.076336,             0.13689,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.087222,             0.12799,                   0,             0.92104,             0.82988,             0.90629,             0.41811,            0.076544,             0.13836,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.089043,              0.1282,                   0,             0.90744,              0.8339,             0.90155,             0.41298,            0.076852,              0.1389,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.085133,             0.12369,                   0,             0.91347,             0.84025,             0.90507,             0.41708,            0.076955,             0.13877,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.086454,             0.12292,                   0,             0.93128,             0.82936,              0.9087,             0.42876,            0.076154,             0.13804,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.085638,              0.1238,                   0,             0.92283,             0.84358,             0.91436,              0.4259,            0.076141,             0.13659,                   0,            0.000892,            0.000892,            0.000892
                 186,             0.08624,             0.12563,                   0,             0.91914,             0.84025,             0.90701,             0.40991,            0.076908,             0.13834,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.088807,             0.13376,                   0,             0.92358,             0.85788,             0.91659,             0.42162,            0.076378,             0.13613,                   0,            0.000793,            0.000793,            0.000793
                 188,              0.0857,             0.12566,                   0,             0.91885,             0.84569,             0.91062,             0.42155,            0.076341,             0.13613,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.084702,             0.12228,                   0,              0.9205,             0.83817,             0.90763,             0.42225,            0.076372,              0.1369,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.085152,             0.12566,                   0,             0.92114,             0.84819,             0.91017,              0.4075,              0.0771,             0.13721,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.085523,             0.12244,                   0,              0.9303,             0.83079,             0.90615,             0.40784,            0.076838,             0.13729,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.087297,             0.12648,                   0,             0.92963,             0.83299,             0.90527,             0.40794,            0.076919,              0.1381,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.086165,              0.1247,                   0,             0.93494,             0.83483,             0.90847,             0.41921,            0.076291,             0.13751,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.086039,             0.12419,                   0,             0.92589,             0.84239,             0.90948,             0.41783,            0.076401,             0.13728,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.086751,             0.12242,                   0,             0.92518,             0.84232,              0.9107,             0.41431,            0.076587,             0.13675,                   0,            0.000397,            0.000397,            0.000397
                 196,             0.08475,             0.11815,                   0,             0.91848,             0.84647,             0.91107,             0.41563,            0.076494,             0.13677,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.087998,             0.12626,                   0,             0.93843,             0.82884,             0.91019,             0.41806,            0.076497,              0.1379,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.084751,             0.12527,                   0,             0.93439,             0.82734,             0.90717,             0.42307,            0.076199,             0.13807,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.087216,             0.12784,                   0,             0.93855,             0.82884,             0.90889,             0.42099,            0.076478,             0.13839,                   0,            0.000199,            0.000199,            0.000199
